chr	start	end	strand	itr_id	gene	product	protein_id
NC_000913.3	3919870	3920403	-	3683	atpF	F1 sector of membrane-bound ATP synthase, delta subunit	ref|NP_418191.1|
NC_000913.3	3920418	3920888	-	3684	atpE	F0 sector of membrane-bound ATP synthase, subunit b	ref|NP_418192.1|
NC_000913.3	3920950	3921189	-	3685	atpB	F0 sector of membrane-bound ATP synthase, subunit c	ref|NP_418193.1|
NC_000913.3	3921236	3922051	-	3686	atpI	F0 sector of membrane-bound ATP synthase, subunit a	ref|NP_418194.1|
NC_000913.3	3922060	3922440	-	3687	rsmG	ATP synthase, membrane-bound accessory factor	ref|NP_418195.2|
NC_000913.3	3923057	3923680	-	3688	mnmG	16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein	ref|NP_418196.1|
NC_000913.3	3923744	3925633	-	3689	mioC	5-methylaminomethyl-2-thiouridine modification at tRNA U34	ref|NP_418197.1|
NC_000913.3	3926012	3926455	-	3690	asnC	FMN-binding protein MioC	ref|NP_418198.1|
NC_000913.3	3926545	3927003	-	3691	asnA	transcriptional activator of asnA; autorepressor	ref|NP_418199.1|
NC_000913.3	3927155	3928147	+	3692	viaA	asparagine synthetase A	ref|NP_418200.1|
NC_000913.3	3928152	3929603	-	3693	ravA	stimulator of RavA ATPase activity; von Willebrand factor domain protein	ref|YP_026243.1|
NC_000913.3	3929597	3931093	-	3694	kup	hexameric AAA+ MoxR family ATPase, putative molecular chaperone	ref|NP_418202.4|
NC_000913.3	3931316	3933184	+	3695	rbsD	potassium transporter	ref|YP_026244.1|
NC_000913.3	3933351	3933770	+	3696	rbsA	D-ribose pyranase	ref|NP_418204.2|
NC_000913.3	3933778	3935283	+	3697	rbsC	D-ribose ABC transporter ATPase	ref|NP_418205.1|
NC_000913.3	3935288	3936253	+	3698	rbsB	D-ribose ABC transporter permease	ref|NP_418206.1|
NC_000913.3	3936278	3937168	+	3699	rbsK	D-ribose ABC transporter periplasmic binding protein; ribose chemotaxis receptor	ref|NP_418207.1|
NC_000913.3	3937294	3938223	+	3700	rbsR	ribokinase	ref|NP_418208.1|
NC_000913.3	3938227	3939219	+	3701	hsrA	transcriptional repressor of ribose metabolism	ref|NP_418209.1|
NC_000913.3	3939185	3940612	-	3702	yieP	putative multidrug or homocysteine efflux system	ref|NP_418210.1|
NC_000913.3	3940635	3941327	-	3703	hdfR	tRNA-Trp	ref|YP_026245.1|
NC_000913.3	3947128	3947967	-	3704	yifE	flhDC operon transcriptional repressor	ref|YP_026246.1|
NC_000913.3	3948086	3948424	+	3705	yifB	UPF0438 family protein	ref|NP_418213.1|
NC_000913.3	3948449	3949969	-	3706	ilvL	magnesium chelatase family protein and putative transcriptional regulator	ref|NP_418214.2|
NC_000913.3	3950322	3950420	+	3707	ilvX	ilvG operon leader peptide	ref|NP_418215.1|
NC_000913.3	3950507	3950557	+	3708	ilvG	uncharacterized protein	ref|YP_002791259.1|
NC_000913.3	3950560	3951543	+	3709	ilvM	NA	NA
NC_000913.3	3952201	3952464	+	3710	ilvE	acetolactate synthase 2 small subunit	ref|NP_418217.1|
NC_000913.3	3952484	3953413	+	3711	ilvD	branched-chain amino acid aminotransferase	ref|YP_026247.1|
NC_000913.3	3953478	3955328	+	3712	ilvA	dihydroxyacid dehydratase	ref|YP_026248.1|
NC_000913.3	3955331	3956875	+	3713	ilvY	l-threonine dehydratase, biosynthetic; also known as threonine deaminase	ref|NP_418220.1|
NC_000913.3	3956927	3957820	-	3714	ilvC	transcriptional activator of ilvC; autorepressor	ref|NP_418221.1|
NC_000913.3	3957970	3959445	+	3715	ppiC	ketol-acid reductoisomerase, NAD(P)-binding	ref|NP_418222.1|
NC_000913.3	3959532	3959813	-	3716	yifN	peptidyl-prolyl cis-trans isomerase C (rotamase C)	ref|NP_418223.1|
NC_000913.3	3960254	3960460	-	3717	rep	NA	NA
NC_000913.3	3960677	3962698	+	3718	gpp	DNA helicase and single-stranded DNA-dependent ATPase	ref|YP_026251.1|
NC_000913.3	3962745	3964229	-	3719	rhlB	guanosine pentaphosphatase/exopolyphosphatase	ref|YP_026252.1|
NC_000913.3	3964365	3965630	-	3720	trxA	ATP-dependent RNA helicase	ref|NP_418227.1|
NC_000913.3	3965761	3966090	+	3721	rho	thioredoxin 1	ref|NP_418228.2|
NC_000913.3	3966417	3967676	+	3722	wecA	transcription termination factor	ref|NP_418230.1|
NC_000913.3	3967916	3969019	+	3723	wzzE	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	ref|NP_418231.1|
NC_000913.3	3969031	3970077	+	3724	wecB	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	ref|NP_418232.2|
NC_000913.3	3970133	3971263	+	3725	wecC	UDP-N-acetyl glucosamine-2-epimerase	ref|YP_026253.1|
NC_000913.3	3971260	3972522	+	3726	rffG	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	ref|YP_026254.1|
NC_000913.3	3972522	3973589	+	3727	rffH	dTDP-glucose 4,6-dehydratase	ref|YP_026255.1|
NC_000913.3	3973608	3974489	+	3728	wecD	glucose-1-phosphate thymidylyltransferase	ref|NP_418236.1|
NC_000913.3	3974467	3975141	+	3729	wecE	TDP-fucosamine acetyltransferase	ref|YP_026256.2|
NC_000913.3	3975146	3976276	+	3730	wzxE	TDP-4-oxo-6-deoxy-D-glucose transaminase	ref|NP_418238.1|
NC_000913.3	3976278	3977528	+	3731	wecF	O-antigen translocase	ref|NP_418239.1|
NC_000913.3	3977525	3978604	+	3732	wzyE	TDP-Fuc4NAc:lipidIIFuc4NAc transferase	ref|YP_026257.1|
NC_000913.3	3978601	3979953	+	3733	wecG	putative ECA polysaccharide chain elongation protein	ref|NP_418241.1|
NC_000913.3	3979956	3980696	+	3734	yifK	UDP-N-acetyl-D-mannosaminuronic acid transferase	ref|NP_418242.1|
NC_000913.3	3980887	3982272	+	3735	aslB	tRNA-Pro	ref|YP_026258.1|
NC_000913.3	3982958	3984193	+	3736	aslA	putative AslA-specific sulfatase-maturating enzyme	ref|YP_026259.1|
NC_000913.3	3984352	3986007	-	3737	hemY	sRNA antisense activator of glmS mRNA, Hfq-dependent	ref|NP_418245.1|
NC_000913.3	3986686	3987882	-	3738	hemX	putative protoheme IX synthesis protein	ref|NP_418246.1|
NC_000913.3	3987885	3989066	-	3739	hemD	putative uroporphyrinogen III methyltransferase	ref|NP_418247.1|
NC_000913.3	3989088	3989828	-	3740	hemC	uroporphyrinogen III synthase	ref|NP_418248.1|
NC_000913.3	3989825	3990766	-	3741	cyaA	hydroxymethylbilane synthase	ref|YP_026260.1|
NC_000913.3	3991153	3993699	+	3742	cyaY	adenylate cyclase	ref|NP_418250.1|
NC_000913.3	3993739	3994059	-	3743	yifL	iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein	ref|NP_418251.1|
NC_000913.3	3994522	3994725	+	3744	dapF	putative lipoprotein	ref|YP_588473.1|
NC_000913.3	3994762	3995586	+	3745	yigA	diaminopimelate epimerase	ref|NP_418254.2|
NC_000913.3	3995583	3996290	+	3746	xerC	DUF484 family protein	ref|NP_418255.1|
NC_000913.3	3996287	3997183	+	3747	yigB	site-specific tyrosine recombinase	ref|NP_418256.1|
NC_000913.3	3997183	3997899	+	3748	uvrD	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis	ref|NP_418257.1|
NC_000913.3	3997983	4000145	+	3749	yigE	DNA-dependent ATPase I and helicase II	ref|NP_418258.1|
NC_000913.3	4000292	4001056	-	3750	corA	DUF2233 family protein	ref|YP_026261.1|
NC_000913.3	4001426	4002376	+	3751	yigF	magnesium/nickel/cobalt transporter	ref|NP_418260.1|
NC_000913.3	4002419	4002799	-	3752	yigG	DUF2628 family putative inner membrane protein	ref|NP_418261.1|
NC_000913.3	4002813	4003193	-	3753	rarD	PRK11371 family inner membrane protein	ref|NP_418262.2|
NC_000913.3	4003288	4004178	-	3754	yigI	putative chloramphenical resistance permease	ref|YP_026262.1|
NC_000913.3	4004230	4004697	-	3755	pldA	4HBT thioesterase family protein	ref|NP_418264.4|
NC_000913.3	4004862	4005731	+	3756	recQ	outer membrane phospholipase A	ref|NP_418265.1|
NC_000913.3	4005864	4007693	+	3757	rhtC	ATP-dependent DNA helicase	ref|YP_026263.3|
NC_000913.3	4007757	4008377	+	3758	rhtB	threonine efflux pump	ref|YP_026264.1|
NC_000913.3	4008439	4009059	-	3759	pldB	homoserine, homoserine lactone and S-methyl-methionine efflux pump	ref|YP_026265.1|
NC_000913.3	4009170	4010192	+	3760	yigL	lysophospholipase L2	ref|YP_026266.1|
NC_000913.3	4010200	4011000	+	3761	yigM	pyridoxal phosphate phosphatase	ref|YP_026267.1|
NC_000913.3	4011076	4011975	+	3762	metR	putative inner membrane EamA-like transporter	ref|NP_418271.1|
NC_000913.3	4011863	4012816	-	3763	metE	methionine biosynthesis regulon transcriptional regulator	ref|NP_418272.1|
NC_000913.3	4013053	4015314	+	3764	ysgA	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	ref|NP_418273.1|
NC_000913.3	4015354	4016169	-	3765	udp	putative carboxymethylenebutenolidase	ref|YP_026268.1|
NC_000913.3	4016431	4017192	+	3766	rmuC	uridine phosphorylase	ref|NP_418275.1|
NC_000913.3	4017333	4018760	+	3767	ubiE	DNA recombination protein	ref|NP_418276.1|
NC_000913.3	4018855	4019610	+	3768	ubiJ	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase	ref|YP_026269.1|
NC_000913.3	4019624	4020229	+	3769	ubiB	putative sRNA of unknown function	ref|NP_418278.1|
NC_000913.3	4020226	4021866	+	3770	tatA	regulator of octaprenylphenol hydroxylation, ubiquinone synthesis; regulator of 2'-N-acetyltransferase; putative ABC1 family protein kinase	ref|NP_418279.1|
NC_000913.3	4021945	4022214	+	3771	tatB	TatABCE protein translocation system subunit	ref|NP_418280.4|
NC_000913.3	4022218	4022733	+	3772	tatC	TatABCE protein translocation system subunit	ref|YP_026270.1|
NC_000913.3	4022736	4023512	+	3773	tatD	TatABCE protein translocation system subunit	ref|NP_418282.1|
NC_000913.3	4023554	4024336	+	3774	rfaH	quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase	ref|YP_026271.1|
NC_000913.3	4024333	4024821	-	3775	ubiD	transcription antitermination protein	ref|NP_418284.1|
NC_000913.3	4024988	4026481	+	3776	fre	3-octaprenyl-4-hydroxybenzoate decarboxylase	ref|NP_418285.1|
NC_000913.3	4026527	4027228	+	3777	fadA	NAD(P)H-flavin reductase	ref|NP_418286.1|
NC_000913.3	4027609	4028772	-	3778	fadB	3-ketoacyl-CoA thiolase (thiolase I)	ref|YP_026272.1|
NC_000913.3	4028782	4030971	-	3779	pepQ	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	ref|NP_418288.1|
NC_000913.3	4031161	4032492	+	3780	yigZ	proline dipeptidase	ref|NP_418289.1|
NC_000913.3	4032492	4033106	+	3781	trkH	UPF0029 family protein	ref|NP_418290.4|
NC_000913.3	4033145	4034596	+	3782	hemG	potassium transporter	ref|YP_026273.1|
NC_000913.3	4034608	4035153	+	3783	mobB	5S ribosomal RNA of rrnA operon	ref|NP_418292.1|
NC_000913.3	4040906	4041433	-	3784	mobA	molybdopterin-guanine dinucleotide biosynthesis protein B	ref|NP_418293.2|
NC_000913.3	4041415	4041999	-	3785	yihD	molybdopterin-guanine dinucleotide synthase	ref|NP_418294.1|
NC_000913.3	4042069	4042338	+	3786	srkA	DUF1040 protein YihD	ref|NP_418295.1|
NC_000913.3	4042415	4043401	+	3787	dsbA	Cpx stress response Thr/Ser protein kinase; MazF antagonist protein	ref|NP_418296.1|
NC_000913.3	4043418	4044044	+	3788	yihF	periplasmic protein disulfide isomerase I	ref|NP_418297.1|
NC_000913.3	4044199	4045629	+	3789	yihG	DUF945 family protein	ref|NP_418298.4|
NC_000913.3	4045670	4046602	-	3790	polA	inner membrane protein, inner membrane acyltransferase	ref|NP_418299.1|
NC_000913.3	4046966	4049752	+	3791	yihA	Spot 42 sRNA antisense regulator of galK translation, Hfq-dependent	ref|NP_418300.1|
NC_000913.3	4050133	4050765	-	3792	yihI	CsrC sRNA sequesters CsrA, a carbon flux regulator	ref|NP_418301.3|
NC_000913.3	4051347	4051856	+	3793	hemN	activator of Der GTPase	ref|NP_418302.1|
NC_000913.3	4052045	4053418	+	3794	yshB	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	ref|NP_418303.2|
NC_000913.3	4053647	4053757	-	3795	glnG	uncharacterized protein	ref|YP_002791260.1|
NC_000913.3	4053869	4055278	-	3796	glnL	fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	ref|NP_418304.1|
NC_000913.3	4055290	4056339	-	3797	glnA	sensory histidine kinase in two-component regulatory system with GlnG	ref|NP_418305.1|
NC_000913.3	4056625	4058034	-	3798	typA	glutamine synthetase	ref|NP_418306.1|
NC_000913.3	4058407	4060230	+	3799	yihL	GTP-binding protein	ref|YP_026274.1|
NC_000913.3	4060447	4061157	+	3800	yihM	putative DNA-binding transcriptional regulator	ref|NP_418308.1|
NC_000913.3	4061165	4062145	+	3801	yihN	putative sugar phosphate isomerase	ref|NP_418309.1|
NC_000913.3	4062247	4063512	+	3802	ompL	MFS transporter family protein	ref|NP_418310.1|
NC_000913.3	4063603	4064295	-	3803	yihO	outer membrane porin L; putative sulpholipid porin	ref|NP_418311.1|
NC_000913.3	4064363	4065766	-	3804	yihP	putative sulphoquinovose importer	ref|YP_026275.1|
NC_000913.3	4065809	4067194	-	3805	yihQ	putative 2,3-dihydroxypropane-1-sulphonate exporter, membrane protein	ref|NP_418313.4|
NC_000913.3	4067240	4069276	-	3806	yihR	putative sulpholipid alpha-glucosidase; alpha-glucosyl fluoride glucosidase	ref|NP_418314.1|
NC_000913.3	4069475	4070401	-	3807	yihS	putative sulphoquinovose mutarotase	ref|NP_418315.3|
NC_000913.3	4070515	4071756	-	3808	yihT	sulphoquinovose isomerase	ref|NP_418316.4|
NC_000913.3	4071773	4072651	-	3809	yihU	6-deoxy-6-sulphofructose-1-phosphate aldolase	ref|NP_418317.1|
NC_000913.3	4072675	4073571	-	3810	yihV	3-sulpholactaldehyde (SLA) reductase, NADH-dependent; gamma-hydroxybutyrate dehydrogenase, NADH-dependent	ref|NP_418318.1|
NC_000913.3	4073739	4074635	+	3811	yihW	6-deoxy-6-sulphofructose kinase	ref|NP_418319.2|
NC_000913.3	4074669	4075454	+	3812	yihX	putative transcriptional regulator for sulphoquinovose utilization	ref|NP_418320.2|
NC_000913.3	4075553	4076152	+	3813	yihY	alpha-D-glucose-1-phosphate phosphatase, anomer-specific	ref|NP_418321.4|
NC_000913.3	4076146	4077018	+	3814	dtd	BrkB family putative transporter, inner membrane protein	ref|NP_418322.1|
NC_000913.3	4077015	4077452	+	3815	yiiD	D-tyr-tRNA(Tyr) deacylase	ref|NP_418323.1|
NC_000913.3	4077449	4078438	+	3816	yiiE	GNAT family putative N-acetyltransferase	ref|NP_418324.1|
NC_000913.3	4079297	4079509	+	3817	yiiF	CopG family putative transcriptional regulator	ref|NP_418325.3|
NC_000913.3	4079751	4079969	+	3818	fdhE	putative thymol sensitivity protein, CopG family putative transcriptional regulator	ref|NP_418326.2|
NC_000913.3	4080299	4081228	-	3819	fdoI	formate dehydrogenase formation protein	ref|NP_418327.1|
NC_000913.3	4081225	4081860	-	3820	fdoH	formate dehydrogenase-O, cytochrome b556 subunit	ref|NP_418328.1|
NC_000913.3	4081857	4082759	-	3821	fdoG	formate dehydrogenase-O, Fe-S subunit	ref|NP_418329.1|
NC_000913.3	4082772	4085822	-	3822	fdhD	formate dehydrogenase-O, large subunit	ref|NP_418330.1|
NC_000913.3	4086016	4086849	+	3823	yiiG	formate dehydrogenase formation protein	ref|NP_418331.1|
NC_000913.3	4087002	4088057	+	3824	frvR	DUF3829 family lipoprotein	ref|NP_418332.1|
NC_000913.3	4088107	4089855	-	3825	frvX	putative frv operon regulator; contains a PTS EIIA domain	ref|NP_418333.1|
NC_000913.3	4089855	4090925	-	3826	frvB	putative peptidase	ref|NP_418334.1|
NC_000913.3	4090915	4092366	-	3827	frvA	putative PTS enzyme, IIB component/IIC component	ref|NP_418335.4|
NC_000913.3	4092377	4092823	-	3828	rhaM	putative enzyme IIA component of PTS	ref|NP_418336.1|
NC_000913.3	4093124	4093438	-	3829	rhaD	L-rhamnose mutarotase	ref|NP_418337.1|
NC_000913.3	4093448	4094272	-	3830	rhaA	rhamnulose-1-phosphate aldolase	ref|NP_418338.1|
NC_000913.3	4094723	4095982	-	3831	rhaB	L-rhamnose isomerase	ref|YP_026276.1|
NC_000913.3	4095979	4097448	-	3832	rhaS	rhamnulokinase	ref|NP_418340.1|
NC_000913.3	4097736	4098572	+	3833	rhaR	transcriptional activator of rhaBAD and rhaT	ref|NP_418341.1|
NC_000913.3	4098646	4099494	+	3834	rhaT	transcriptional activator of rhaSR	ref|NP_418342.2|
NC_000913.3	4099491	4100525	-	3835	sodA	L-rhamnose:proton symporter	ref|NP_418343.1|
NC_000913.3	4100810	4101430	+	3836	kdgT	superoxide dismutase, Mn	ref|NP_418344.3|
NC_000913.3	4101690	4102673	+	3837	yiiM	2-keto-3-deoxy-D-gluconate transporter	ref|NP_418345.2|
NC_000913.3	4102822	4103496	+	3838	cpxA	6-N-hydroxylaminopurine resistance protein	ref|NP_418346.2|
NC_000913.3	4103602	4104975	-	3839	cpxR	sensory histidine kinase in two-component regulatory system with CpxR	ref|NP_418347.1|
NC_000913.3	4104972	4105670	-	3840	cpxP	response regulator in two-component regulatory system with CpxA	ref|NP_418348.1|
NC_000913.3	4105820	4106320	+	3841	fieF	inhibitor of the cpx response; periplasmic adaptor protein	ref|YP_026277.1|
NC_000913.3	4106469	4107371	+	3842	pfkA	ferrous iron and zinc transporter	ref|NP_418350.1|
NC_000913.3	4107552	4108514	+	3843	sbp	6-phosphofructokinase I	ref|NP_418351.1|
NC_000913.3	4108834	4109823	+	3844	cdh	sulfate transporter subunit	ref|NP_418352.1|
NC_000913.3	4109930	4110685	+	3845	tpiA	CDP-diacylglycerol phosphotidylhydrolase	ref|NP_418353.1|
NC_000913.3	4110740	4111507	-	3846	yiiQ	triosephosphate isomerase	ref|NP_418354.1|
NC_000913.3	4111615	4112214	-	3847	yiiR	DUF1454 family putative periplasmic protein	ref|NP_418355.1|
NC_000913.3	4112315	4112755	+	3848	yiiS	DUF805 family putative inner membrane protein	ref|NP_418356.1|
NC_000913.3	4112967	4113266	+	3849	uspD	UPF0381 family protein	ref|NP_418357.1|
NC_000913.3	4113293	4113721	+	3850	fpr	stress-induced protein	ref|NP_418358.1|
NC_000913.3	4113726	4114472	-	3851	glpX	ferredoxin-NADP reductase; flavodoxin reductase	ref|NP_418359.1|
NC_000913.3	4114569	4115579	-	3852	glpK	fructose 1,6-bisphosphatase II	ref|NP_418360.1|
NC_000913.3	4115714	4117222	-	3853	glpF	glycerol kinase	ref|NP_418361.1|
NC_000913.3	4117245	4118090	-	3854	zapB	glycerol facilitator	ref|NP_418362.1|
NC_000913.3	4118515	4118760	+	3855	rraA	FtsZ stabilizer, septal ring assembly factor, cell division stimulator	ref|NP_418363.1|
NC_000913.3	4118845	4119330	-	3856	menA	ribonuclease E (RNase E) inhibitor protein	ref|NP_418364.1|
NC_000913.3	4119423	4120349	-	3857	hslU	1,4-dihydroxy-2-naphthoate octaprenyltransferase	ref|NP_418365.1|
NC_000913.3	4120416	4121747	-	3858	hslV	molecular chaperone and ATPase component of HslUV protease	ref|NP_418366.1|
NC_000913.3	4121757	4122287	-	3859	ftsN	peptidase component of the HslUV protease	ref|NP_418367.1|
NC_000913.3	4122380	4123339	-	3860	cytR	essential cell division protein	ref|NP_418368.1|
NC_000913.3	4123431	4124456	-	3861	priA	Anti-activator for CytR-CRP nucleoside utilization regulon	ref|NP_418369.1|
NC_000913.3	4124612	4126810	-	3862	rpmE	Primosome factor n' (replication factor Y)	ref|NP_418370.1|
NC_000913.3	4127013	4127225	+	3863	yiiX	50S ribosomal subunit protein L31	ref|NP_418371.1|
NC_000913.3	4127286	4127894	-	3864	metJ	putative lipid binding hydrolase, DUF830 family protein	ref|NP_418372.1|
NC_000913.3	4128078	4128395	-	3865	metB	transcriptional repressor, S-adenosylmethionine-binding	ref|NP_418373.1|
NC_000913.3	4128672	4129832	+	3866	metL	cystathionine gamma-synthase, PLP-dependent	ref|NP_418374.1|
NC_000913.3	4129835	4132267	+	3867	metF	Bifunctional aspartokinase/homoserine dehydrogenase 2	ref|NP_418375.1|
NC_000913.3	4132616	4133506	+	3868	katG	5,10-methylenetetrahydrofolate reductase	ref|NP_418376.1|
NC_000913.3	4133835	4136015	+	3869	yijE	catalase-peroxidase HPI, heme b-containing	ref|NP_418377.1|
NC_000913.3	4136108	4137013	+	3870	yijF	EamA-like transporter family protein	ref|NP_418378.4|
NC_000913.3	4137040	4137657	-	3871	gldA	DUF1287 family protein	ref|NP_418379.1|
NC_000913.3	4137932	4139035	-	3872	fsaB	glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase	ref|NP_418380.4|
NC_000913.3	4139046	4139708	-	3873	frwA	fructose-6-phosphate aldolase 2	ref|NP_418381.1|
NC_000913.3	4139720	4142221	-	3874	frwC	putative PTS enzyme: Hpr, enzyme I and II components	ref|YP_026278.1|
NC_000913.3	4142530	4143609	+	3875	frwB	putative enzyme IIC component of PTS	ref|NP_418384.1|
NC_000913.3	4143624	4143944	+	3876	pflD	putative enzyme IIB component of PTS	ref|NP_418385.1|
NC_000913.3	4143995	4146292	+	3877	pflC	putative glycine radical domain-containing pyruvate formate-lyase	ref|NP_418386.1|
NC_000913.3	4146258	4147136	+	3878	frwD	putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme	ref|NP_418387.3|
NC_000913.3	4147138	4147479	+	3879	yijO	putative enzyme IIB component of PTS	ref|NP_418388.1|
NC_000913.3	4147466	4148317	-	3880	eptC	AraC family putative transcriptional activator	ref|NP_418389.1|
NC_000913.3	4148532	4150265	-	3881	ppc	LPS heptose I phosphoethanolamine transferase	ref|NP_418390.1|
NC_000913.3	4150447	4153098	-	3882	argE	phosphoenolpyruvate carboxylase	ref|NP_418391.1|
NC_000913.3	4153696	4154847	-	3883	argC	acetylornithine deacetylase	ref|NP_418392.1|
NC_000913.3	4155001	4156005	+	3884	argB	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding	ref|NP_418393.1|
